"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residFA"
"2006-Satkhira"	"Long-BR23"	"2006"	2006	1988	"Satkhira"	"BR23"	"Long"	4.53333333333333	4.53333333333333	0.0922209892117871	0.00850471085120055	117.581892846932	-0.00915018057094663
"2006-Sonagazi"	"Long-BR23"	"2006"	2006	1988	"Sonagazi"	"BR23"	"Long"	3.92333333333333	3.92333333333333	0.317058724163055	0.100526234567904	9.94765201639493	-0.0946703658880161
"2007-Barisal"	"Long-BR23"	"2007"	2007	1988	"Barisal"	"BR23"	"Long"	4.69716666666667	4.69716666666667	0.207144702509568	0.0429089277777775	23.3051733471163	0.0969762054249932
"2007-Comilla"	"Long-BR23"	"2007"	2007	1988	"Comilla"	"BR23"	"Long"	3.84	3.84	0.128486773950664	0.0165088510802491	60.5735671815699	-0.00375456340212166
"2007-Gazipur"	"Long-BR23"	"2007"	2007	1988	"Gazipur"	"BR23"	"Long"	2.86666666666667	2.86666666666667	0.250121841654246	0.0625609356725115	15.9844156621108	-0.187546910448993
"2007-Kustia"	"Long-BR23"	"2007"	2007	1988	"Kustia"	"BR23"	"Long"	4.33333333333333	4.33333333333333	0.442936671098706	0.196192894604003	5.09702454830693	-0.137206603900464
"2007-Rajshahi"	"Long-BR23"	"2007"	2007	1988	"Rajshahi"	"BR23"	"Long"	4.43333333333333	4.43333333333333	0.196675587070962	0.0386812865497077	25.8522942021316	0.0168382769242355
"2007-Rangpur"	"Long-BR23"	"2007"	2007	1988	"Rangpur"	"BR23"	"Long"	3.25	3.25	0.46633152909624	0.217465095029238	4.5984391190023	0.631064786884501
"2007-Satkhira"	"Long-BR23"	"2007"	2007	1988	"Satkhira"	"BR23"	"Long"	3.08333333333333	3.08333333333333	0.157792242562389	0.0248983918128677	40.163236546193	-0.0610578894341764
"2007-Sonagazi"	"Long-BR23"	"2007"	2007	1988	"Sonagazi"	"BR23"	"Long"	3.23333333333333	3.23333333333333	0.245868136103233	0.0604511403508777	16.5422851280502	-0.0479126629172542
"2008-Barisal"	"Long-BR23"	"2008"	2008	1988	"Barisal"	"BR23"	"Long"	3.93191666666667	3.93191666666667	0.13408273036402	0.0179781785818706	55.622987359154	0.0249687465315573
"2008-Comilla"	"Long-BR23"	"2008"	2008	1988	"Comilla"	"BR23"	"Long"	2.50833333333333	2.50833333333333	0.103794542183517	0.0107733069870858	92.8220091749655	-0.0286928505713684
"2008-Gazipur"	"Long-BR23"	"2008"	2008	1988	"Gazipur"	"BR23"	"Long"	4.75	4.75	0.126986352123884	0.016125533625731	62.0134516605597	0.0420959941150292
"2008-Kustia"	"Long-BR23"	"2008"	2008	1988	"Kustia"	"BR23"	"Long"	4.66666666666667	4.66666666666667	0.261360349816372	0.0683092324561361	14.6393095639325	-0.000427927469210054
"2008-Rajshahi"	"Long-BR23"	"2008"	2008	1988	"Rajshahi"	"BR23"	"Long"	4.17333333333333	4.17333333333333	0.33706494593443	0.11361277777778	8.80182686806533	0.163343429424527
"2008-Rangpur"	"Long-BR23"	"2008"	2008	1988	"Rangpur"	"BR23"	"Long"	3.33333333333333	3.33333333333333	0.291870563317027	0.0851884257309985	11.7386838812789	-0.116359990620859
"2008-Satkhira"	"Long-BR23"	"2008"	2008	1988	"Satkhira"	"BR23"	"Long"	3.80833333333333	3.80833333333333	0.0896704900378378	0.00804079678362596	124.36578449991	-0.014655489096306
"2008-Sonagazi"	"Long-BR23"	"2008"	2008	1988	"Sonagazi"	"BR23"	"Long"	1.91666666666667	1.91666666666667	0.0835917047284917	0.00698757309941534	143.111204100845	-0.00678178821318687
"2009-Barisal"	"Long-BR23"	"2009"	2009	1988	"Barisal"	"BR23"	"Long"	3.16666666666667	3.16666666666667	0.220973675082275	0.0488293650793669	20.4794798862243	0.00908982619036447
"2009-Comilla"	"Long-BR23"	"2009"	2009	1988	"Comilla"	"BR23"	"Long"	3.8075	3.8075	0.0980211104038041	0.00960813808479476	104.0784375885	-0.00221507236082008
"2009-Gazipur"	"Long-BR23"	"2009"	2009	1988	"Gazipur"	"BR23"	"Long"	4.51666666666667	4.51666666666667	0.301780891292354	0.0910717063492074	10.9803586655726	0.0914208990043806
"2009-Kustia"	"Long-BR23"	"2009"	2009	1988	"Kustia"	"BR23"	"Long"	5	5	0.242403092511742	0.0587592592592562	17.0185943901679	0.0713372145384854
"2009-Rajshahi"	"Long-BR23"	"2009"	2009	1988	"Rajshahi"	"BR23"	"Long"	4.30333333333333	4.30333333333333	0.193103065381297	0.0372887938596536	26.8177083915282	0.0464379123388037
"2009-Rangpur"	"Long-BR23"	"2009"	2009	1988	"Rangpur"	"BR23"	"Long"	2.81666666666667	2.81666666666667	0.450886839239004	0.20329894179894	4.91886475724496	-0.313523945884683
"2009-Satkhira"	"Long-BR23"	"2009"	2009	1988	"Satkhira"	"BR23"	"Long"	3.44583333333333	3.44583333333333	0.118707487003799	0.0140914674707571	70.9649298112649	-0.0296352134851428
"2009-Sonagazi"	"Long-BR23"	"2009"	2009	1988	"Sonagazi"	"BR23"	"Long"	1.26666666666667	1.26666666666667	0.119826815064344	0.0143584656084645	69.6453247351506	-0.0387965062336557
"2010-Barisal"	"Long-BR23"	"2010"	2010	1988	"Barisal"	"BR23"	"Long"	3.275	3.275	0.151739691124092	0.023024933862435	43.4311779558026	-0.010801465522527
"2010-Comilla"	"Long-BR23"	"2010"	2010	1988	"Comilla"	"BR23"	"Long"	5.10666666666667	5.10666666666667	0.094068073122371	0.00884880238095575	113.009643220441	0.0148186957024645
"2010-Gazipur"	"Long-BR23"	"2010"	2010	1988	"Gazipur"	"BR23"	"Long"	4.55833333333333	4.55833333333334	0.300298380381168	0.0901791172595529	11.0890417913696	0.00663816065640965
"2010-Kustia"	"Long-BR23"	"2010"	2010	1988	"Kustia"	"BR23"	"Long"	5.7	5.7	0.267112722177734	0.0713492063491993	14.0155728587333	0.0766095846308916
"2010-Rajshahi"	"Long-BR23"	"2010"	2010	1988	"Rajshahi"	"BR23"	"Long"	4.51833333333333	4.51833333333333	0.17895656285502	0.0320254513888827	31.2251648808028	-0.0307750234811257
"2010-Rangpur"	"Long-BR23"	"2010"	2010	1988	"Rangpur"	"BR23"	"Long"	2.63333333333333	2.63333333333333	0.32959410664069	0.108632275132275	9.2053673623457	-0.266488766859496
"2010-Satkhira"	"Long-BR23"	"2010"	2010	1988	"Satkhira"	"BR23"	"Long"	3.62708333333333	3.62708333333333	0.102330838071042	0.0104716004203217	95.4963864032997	-0.0199393095553262
"2010-Sonagazi"	"Long-BR23"	"2010"	2010	1988	"Sonagazi"	"BR23"	"Long"	4.2	4.2	0.104913331862387	0.0110068072024674	90.852867830358	-0.00153077285093506
"2011-Barisal"	"Long-BR23"	"2011"	2011	1988	"Barisal"	"BR23"	"Long"	3.38333333333333	3.38333333333333	0.207245460071494	0.0429506807202451	23.2825180702815	-0.0528641891471993
"2011-Comilla"	"Long-BR23"	"2011"	2011	1988	"Comilla"	"BR23"	"Long"	4.40333333333333	4.40333333333333	0.0906512813420829	0.00821765480896146	121.689219521546	0.0238537857775274
"2011-Gazipur"	"Long-BR23"	"2011"	2011	1988	"Gazipur"	"BR23"	"Long"	5.2	5.2	0.298516405506644	0.0891120443566069	11.221827612867	0.104543653994951
"2011-Kustia"	"Long-BR23"	"2011"	2011	1988	"Kustia"	"BR23"	"Long"	5.2	5.2	0.15067043846643	0.0227015810276662	44.049795420914	0.0252817418364604
"2011-Rajshahi"	"Long-BR23"	"2011"	2011	1988	"Rajshahi"	"BR23"	"Long"	4.73333333333333	4.73333333333333	0.287348516544748	0.082569169960467	12.111057922452	-0.289561241745902
"2011-Rangpur"	"Long-BR23"	"2011"	2011	1988	"Rangpur"	"BR23"	"Long"	2.73333333333333	2.73333333333333	0.243650144799973	0.059365393061048	16.8448307749206	-0.089969027122538
"2011-Satkhira"	"Long-BR23"	"2011"	2011	1988	"Satkhira"	"BR23"	"Long"	3.53645833333333	3.53645833333333	0.110149448563419	0.0121329010188253	82.4205190867716	-0.0243512234311272
"2011-Sonagazi"	"Long-BR23"	"2011"	2011	1988	"Sonagazi"	"BR23"	"Long"	5.93333333333333	5.93333333333333	0.403781287410964	0.163039328063255	6.13348945851901	0.0432690765927051
"2012-Barisal"	"Long-BR23"	"2012"	2012	1988	"Barisal"	"BR23"	"Long"	3.59	3.59	0.115621572568604	0.0133683480432369	74.8035581334155	-0.0332094861270904
"2012-Comilla"	"Long-BR23"	"2012"	2012	1988	"Comilla"	"BR23"	"Long"	5.33	5.33	0.177170020605692	0.0313892162014212	31.8580748746037	0.0891756134527091
"2012-Gazipur"	"Long-BR23"	"2012"	2012	1988	"Gazipur"	"BR23"	"Long"	4.41433333333333	4.41433333333333	0.294246355329214	0.0865809176245258	11.5498891376583	-0.0122349933142658
"2012-Kustia"	"Long-BR23"	"2012"	2012	1988	"Kustia"	"BR23"	"Long"	4.73666666666667	4.73666666666667	0.0858951066630596	0.00737796934865838	135.538649287265	-0.00484239978647238
"2012-Rajshahi"	"Long-BR23"	"2012"	2012	1988	"Rajshahi"	"BR23"	"Long"	2.62	2.62	0.388473000564369	0.150911272167484	6.62641024515507	-0.698599593006112
"2012-Rangpur"	"Long-BR23"	"2012"	2012	1988	"Rangpur"	"BR23"	"Long"	2.62	2.62	0.102383673160463	0.0104824165298285	95.3978500238403	0.0437840892108845
"2012-Satkhira"	"Long-BR23"	"2012"	2012	1988	"Satkhira"	"BR23"	"Long"	3.55358333333333	3.55358333333333	0.0741893862454103	0.00550406503147068	181.683899859883	0.0131286579484695
"2012-Sonagazi"	"Long-BR23"	"2012"	2012	1988	"Sonagazi"	"BR23"	"Long"	4.2	4.2	0.106681129715292	0.011380863437331	87.8667954770327	-0.0000502936400437193
"2013-Barisal"	"Long-BR23"	"2013"	2013	1988	"Barisal"	"BR23"	"Long"	4.83666666666667	4.83666666666667	0.119823293997234	0.0143576217843475	69.6494179203262	0.00593163712753153
"2013-Comilla"	"Long-BR23"	"2013"	2013	1988	"Comilla"	"BR23"	"Long"	4.49666666666667	4.49666666666667	0.132762066432854	0.0176257662835216	56.7351219750883	0.0304848366080197
"2013-Gazipur"	"Long-BR23"	"2013"	2013	1988	"Gazipur"	"BR23"	"Long"	4.9	4.9	0.337009247086461	0.113575232621783	8.80473653380134	-0.108215988705171
"2013-Kustia"	"Long-BR23"	"2013"	2013	1988	"Kustia"	"BR23"	"Long"	4.26666666666667	4.26666666666667	0.232569062669084	0.0540883689107762	18.4882631911048	0.00266338546008704
"2013-Rajshahi"	"Long-BR23"	"2013"	2013	1988	"Rajshahi"	"BR23"	"Long"	3.33	3.33	0.452235588087734	0.204517027133059	4.88956843358279	-0.420397321208748
"2013-Rangpur"	"Long-BR23"	"2013"	2013	1988	"Rangpur"	"BR23"	"Long"	1.71666666666667	1.71666666666667	0.110684601490524	0.0122510810071162	81.6254499843024	-0.0277243575521702
"2013-Sonagazi"	"Long-BR23"	"2013"	2013	1988	"Sonagazi"	"BR23"	"Long"	4.19666666666667	4.19666666666667	0.0662272242733976	0.0043860452349589	227.995824582363	-0.000376243362507189
"2014-Bhanga"	"Long-BR23"	"2014"	2014	1988	"Bhanga"	"BR23"	"Long"	4.54166666666667	4.54166666666667	0.224641938734889	0.0504640006385697	19.8161062806364	0.0581958215488356
"2014-Comilla"	"Long-BR23"	"2014"	2014	1988	"Comilla"	"BR23"	"Long"	4.96	4.96	0.186035774119274	0.0346093092521575	28.8939600820742	0.055401976232889
"2014-Gazipur"	"Long-BR23"	"2014"	2014	1988	"Gazipur"	"BR23"	"Long"	5.33333333333333	5.33333333333333	0.272948974276666	0.0745011425586841	13.4226129379466	-0.152406593564859
"2014-Kustia"	"Long-BR23"	"2014"	2014	1988	"Kustia"	"BR23"	"Long"	5.19333333333333	5.19333333333333	0.310736302688336	0.0965570498084171	10.3565716018058	0.0159902138209542
"2014-Rajshahi"	"Long-BR23"	"2014"	2014	1988	"Rajshahi"	"BR23"	"Long"	4.82708527166667	4.82708527166667	0.419649446356864	0.176105657827623	5.67840927052343	-0.200717334202849
"2014-Rangpur"	"Long-BR23"	"2014"	2014	1988	"Rangpur"	"BR23"	"Long"	3.23333333333333	3.23333333333333	0.274700789272758	0.0754605236270763	13.2519621112354	-0.0223806287097545
"2014-Satkhira"	"Long-BR23"	"2014"	2014	1988	"Satkhira"	"BR23"	"Long"	5.18333333333333	5.18333333333333	0.0981647037772755	0.00963630906768025	103.774172556789	0.0145094580441452
"2014-Sonagazi"	"Long-BR23"	"2014"	2014	1988	"Sonagazi"	"BR23"	"Long"	4.01333333333333	4.01333333333333	0.102373305807809	0.0104802937420191	95.4171728976119	0.0137704721318777
"2015-Bhanga"	"Long-BR23"	"2015"	2015	1988	"Bhanga"	"BR23"	"Long"	5.45833333333333	5.45833333333333	0.197529999325466	0.0390181006335187	25.6291306794402	0.101769614025891
"2015-Comilla"	"Long-BR23"	"2015"	2015	1988	"Comilla"	"BR23"	"Long"	5.65389032433333	5.65389032433333	0.406385088158473	0.16514883987757	6.05514395827021	0.345780539920466
"2015-Gazipur"	"Long-BR23"	"2015"	2015	1988	"Gazipur"	"BR23"	"Long"	5.555638648	5.555638648	0.601949766311273	0.362343521162196	2.75981200600071	-0.131464785165353
"2015-Kustia"	"Long-BR23"	"2015"	2015	1988	"Kustia"	"BR23"	"Long"	4.46666666666667	4.46666666666667	0.218758537979813	0.0478552979390651	20.8963279525146	-0.174486884814629
"2015-Rajshahi"	"Long-BR23"	"2015"	2015	1988	"Rajshahi"	"BR23"	"Long"	4.459147287	4.459147287	0.279277948149426	0.0779961723225532	12.8211419896928	-0.099884354015102
"2015-Rangpur"	"Long-BR23"	"2015"	2015	1988	"Rangpur"	"BR23"	"Long"	1.08333333333333	1.08333333333333	0.197496902055921	0.039005026321686	25.6377214503768	-0.147536424201328
"2015-Satkhira"	"Long-BR23"	"2015"	2015	1988	"Satkhira"	"BR23"	"Long"	4.307622739	4.307622739	0.277161568787217	0.0768185352125914	13.0176915926938	-0.0682176541815185
"2015-Sonagazi"	"Long-BR23"	"2015"	2015	1988	"Sonagazi"	"BR23"	"Long"	4.982341085	4.982341085	0.366558300514481	0.134364987676065	7.44241500182222	0.367898763285632
"2001-Barisal"	"Medium-BR25"	"2001"	2001	1992	"Barisal"	"BR25"	"Medium"	4.08666666666667	4.08666666666667	0.130270249273229	0.0169703378457092	58.9263460216169	0.0170024679987355
"2001-Comilla"	"Medium-BR25"	"2001"	2001	1992	"Comilla"	"BR25"	"Medium"	3.91641472866667	3.91641472866667	0.23667842636729	0.0560166775076966	17.8518263576522	-0.0169321056371943
"2001-Gazipur"	"Medium-BR25"	"2001"	2001	1992	"Gazipur"	"BR25"	"Medium"	4.41178294566667	4.41178294566667	0.179855289614039	0.0323479252021499	30.913883773094	0.0523621954132176
"2001-Rajshahi"	"Medium-BR25"	"2001"	2001	1992	"Rajshahi"	"BR25"	"Medium"	3.83666666666667	3.83666666666667	0.198814026698745	0.0395270172121694	25.2991515811146	-0.0262492425763385
"2001-Rangpur"	"Medium-BR25"	"2001"	2001	1992	"Rangpur"	"BR25"	"Medium"	3.35117248066667	3.35117248066667	0.230290459685437	0.05303369582213	18.8559364852471	-0.0168332459381872
"2001-Satkhira"	"Medium-BR25"	"2001"	2001	1992	"Satkhira"	"BR25"	"Medium"	4.986337209	4.986337209	0.0529806450071667	0.00280694874537542	356.258731709137	-0.00046251176326173
"2001-Sonagazi"	"Medium-BR25"	"2001"	2001	1992	"Sonagazi"	"BR25"	"Medium"	4.37302325566667	4.37302325566667	0.164927883915615	0.0272012068928827	36.7630746656926	0.0288787596615672
"2002-Barisal"	"Medium-BR25"	"2002"	2002	1992	"Barisal"	"BR25"	"Medium"	4.76666666666667	4.76666666666667	0.281482928237029	0.0792326388888922	12.6210613962044	-0.00992638883238772
"2002-Comilla"	"Medium-BR25"	"2002"	2002	1992	"Comilla"	"BR25"	"Medium"	4.53333333333333	4.53333333333333	0.358938442571367	0.128836805555559	7.76175717558261	-0.00953512226687092
"2002-Gazipur"	"Medium-BR25"	"2002"	2002	1992	"Gazipur"	"BR25"	"Medium"	3.98139511633333	3.98139511633333	0.208116403099544	0.0433124372390919	23.088056543201	0.0423073348670489
"2002-Rajshahi"	"Medium-BR25"	"2002"	2002	1992	"Rajshahi"	"BR25"	"Medium"	4.13566666666667	4.13566666666667	0.198955141044788	0.0395831481481514	25.2632760855001	-0.0196632788048294
"2002-Rangpur"	"Medium-BR25"	"2002"	2002	1992	"Rangpur"	"BR25"	"Medium"	3.12333333333333	3.12333333333333	0.279582341169079	0.078166285493583	12.7932393574221	-0.0406731229637733
"2002-Satkhira"	"Medium-BR25"	"2002"	2002	1992	"Satkhira"	"BR25"	"Medium"	4.805232558	4.805232558	0.0743786699049421	0.00553218653682834	180.760354580037	0.000569208590286863
"2002-Sonagazi"	"Medium-BR25"	"2002"	2002	1992	"Sonagazi"	"BR25"	"Medium"	4.67202325566667	4.67202325566667	0.161449105660212	0.0260658137184824	38.3644267084949	0.0347762285038948
"2003-Barisal"	"Medium-BR25"	"2003"	2003	1992	"Barisal"	"BR25"	"Medium"	5.89453488366667	5.89453488366667	0.278625937318527	0.077632412946628	12.8812175487511	0.18205597356122
"2003-Comilla"	"Medium-BR25"	"2003"	2003	1992	"Comilla"	"BR25"	"Medium"	3.61600348833333	3.61600348833333	0.221178470801202	0.0489199159459583	20.441572326181	0.0463224071514343
"2003-Gazipur"	"Medium-BR25"	"2003"	2003	1992	"Gazipur"	"BR25"	"Medium"	2.757232558	2.757232558	0.324529121267277	0.105319150550511	9.49494934941013	-0.0686140377495299
"2003-Rajshahi"	"Medium-BR25"	"2003"	2003	1992	"Rajshahi"	"BR25"	"Medium"	3.98616666666667	3.98616666666667	0.208537285789058	0.0434877995642674	22.9949551372949	-0.011385340817716
"2003-Rangpur"	"Medium-BR25"	"2003"	2003	1992	"Rangpur"	"BR25"	"Medium"	3.579011628	3.579011628	0.219466692898206	0.0481656292916755	20.7616928234099	-0.015994542073555
"2003-Satkhira"	"Medium-BR25"	"2003"	2003	1992	"Satkhira"	"BR25"	"Medium"	5.16744186	5.16744186	0.0803328310865496	0.0064533637503801	154.957947309432	-0.00563665146878201
"2003-Sonagazi"	"Medium-BR25"	"2003"	2003	1992	"Sonagazi"	"BR25"	"Medium"	3.87333333333333	3.87333333333333	0.352617507724465	0.124339106753813	8.04252198771191	0.256563546407251
"2004-Barisal"	"Medium-BR25"	"2004"	2004	1992	"Barisal"	"BR25"	"Medium"	3.51487192466667	3.51487192466667	0.181123324176459	0.0328056585607306	30.4825461177307	-0.00544863266775097
"2004-Comilla"	"Medium-BR25"	"2004"	2004	1992	"Comilla"	"BR25"	"Medium"	2.415267442	2.415267442	0.183361735588652	0.0336215260780828	29.7428497944321	0.000269121741351963
"2004-Gazipur"	"Medium-BR25"	"2004"	2004	1992	"Gazipur"	"BR25"	"Medium"	2.79843023266667	2.79843023266667	0.250251521523669	0.0626258240249113	15.9678537659196	-0.202359589055915
"2004-Kustia"	"Medium-BR25"	"2004"	2004	1992	"Kustia"	"BR25"	"Medium"	3.16193255833333	3.16193255833333	0.231310783736644	0.0535046786728603	18.6899543143549	-0.0364817162312052
"2004-Rajshahi"	"Medium-BR25"	"2004"	2004	1992	"Rajshahi"	"BR25"	"Medium"	3.321131783	3.321131783	0.258791076389244	0.0669728212187034	14.9314301205028	-0.139550833610061
"2004-Rangpur"	"Medium-BR25"	"2004"	2004	1992	"Rangpur"	"BR25"	"Medium"	2.54666666666667	2.54666666666667	0.223354422759665	0.0498871981663029	20.0452227576786	-0.0403208866699387
"2004-Satkhira"	"Medium-BR25"	"2004"	2004	1992	"Satkhira"	"BR25"	"Medium"	4.91844961266667	4.91844961266667	0.0666436838076715	0.0044413805914569	225.155214557276	-0.00251621475649522
"2004-Sonagazi"	"Medium-BR25"	"2004"	2004	1992	"Sonagazi"	"BR25"	"Medium"	4.63914728666667	4.63914728666667	0.212624180500443	0.0452090421334848	22.1194688674754	0.115230579053565
"2005-Barisal"	"Medium-BR25"	"2005"	2005	1992	"Barisal"	"BR25"	"Medium"	4.75633333333333	4.75633333333333	0.397251863695922	0.157809043209883	6.33677246664513	-0.00484703253709551
"2005-Comilla"	"Medium-BR25"	"2005"	2005	1992	"Comilla"	"BR25"	"Medium"	3.85833333333333	3.85833333333333	0.240082416876525	0.0576395668932734	17.3491935123597	0.0888114577073078
"2005-Gazipur"	"Medium-BR25"	"2005"	2005	1992	"Gazipur"	"BR25"	"Medium"	3.85930232566667	3.85930232566667	0.331375450796174	0.109809689390368	9.10666449884082	0.0288218168569294
"2005-Kustia"	"Medium-BR25"	"2005"	2005	1992	"Kustia"	"BR25"	"Medium"	4.18316666666667	4.18316666666667	0.202586823538365	0.0410414210713645	24.3656280385896	-0.0392878540283412
"2005-Rajshahi"	"Medium-BR25"	"2005"	2005	1992	"Rajshahi"	"BR25"	"Medium"	3.60790697666667	3.60790697666667	0.224303420598291	0.0503120244920937	19.875964247019	-0.218846447140733
"2005-Rangpur"	"Medium-BR25"	"2005"	2005	1992	"Rangpur"	"BR25"	"Medium"	2.55018109033333	2.55018109033333	0.342009921960273	0.116970786719272	8.5491431497335	0.138752867712773
"2005-Satkhira"	"Medium-BR25"	"2005"	2005	1992	"Satkhira"	"BR25"	"Medium"	4.62511627933333	4.62511627933333	0.0241789846416651	0.000584623298301876	1710.50316144541	-0.000839659966865192
"2005-Sonagazi"	"Medium-BR25"	"2005"	2005	1992	"Sonagazi"	"BR25"	"Medium"	4.31333333333333	4.31333333333333	0.130167062086742	0.0169434640522938	59.0198082820391	0.0303379869371643
"2006-Barisal"	"Medium-BR25"	"2006"	2006	1992	"Barisal"	"BR25"	"Medium"	2.54833333333333	2.54833333333333	0.196868261562541	0.0387571124106572	25.8017158090711	-0.142451633595538
"2006-Comilla"	"Medium-BR25"	"2006"	2006	1992	"Comilla"	"BR25"	"Medium"	1.27333333333333	1.27333333333333	0.121424162177443	0.0147438271604939	67.8249947665897	0.0063981966026585
"2006-Gazipur"	"Medium-BR25"	"2006"	2006	1992	"Gazipur"	"BR25"	"Medium"	3.95	3.95	0.11771624785792	0.0138571150097473	72.1650934770031	0.0125827760443684
"2006-Kustia"	"Medium-BR25"	"2006"	2006	1992	"Kustia"	"BR25"	"Medium"	3.99333333333333	3.99333333333333	0.235855141608738	0.0556276478232778	17.9766723766009	-0.149237141484269
"2006-Rajshahi"	"Medium-BR25"	"2006"	2006	1992	"Rajshahi"	"BR25"	"Medium"	3.4	3.4	0.156217264277102	0.0244038336582218	40.9771683418722	-0.0482807028798984
"2006-Rangpur"	"Medium-BR25"	"2006"	2006	1992	"Rangpur"	"BR25"	"Medium"	2.9	2.9	0.460449236462257	0.212013499358675	4.71668079167093	-0.23788653715317
"2006-Satkhira"	"Medium-BR25"	"2006"	2006	1992	"Satkhira"	"BR25"	"Medium"	5.95	5.95	0.0922209892117871	0.00850471085120055	117.581892846932	0.0528887068644019
"2006-Sonagazi"	"Medium-BR25"	"2006"	2006	1992	"Sonagazi"	"BR25"	"Medium"	1.88	1.88	0.317058724163055	0.100526234567904	9.94765201639493	-0.573519782116382
"2007-Barisal"	"Medium-BR25"	"2007"	2007	1992	"Barisal"	"BR25"	"Medium"	4.44316666666667	4.44316666666667	0.207144702509568	0.0429089277777775	23.3051733471163	0.0652968684751469
"2007-Comilla"	"Medium-BR25"	"2007"	2007	1992	"Comilla"	"BR25"	"Medium"	3.31666666666667	3.31666666666667	0.128486773950664	0.0165088510802491	60.5735671815699	-0.0114155056097101
"2007-Gazipur"	"Medium-BR25"	"2007"	2007	1992	"Gazipur"	"BR25"	"Medium"	2.86666666666667	2.86666666666667	0.250121841654246	0.0625609356725115	15.9844156621108	-0.118244947975841
"2007-Kustia"	"Medium-BR25"	"2007"	2007	1992	"Kustia"	"BR25"	"Medium"	4.33333333333333	4.33333333333333	0.442936671098706	0.196192894604003	5.09702454830693	-0.0466927596946576
"2007-Rajshahi"	"Medium-BR25"	"2007"	2007	1992	"Rajshahi"	"BR25"	"Medium"	5.2	5.2	0.196675587070962	0.0386812865497077	25.8522942021316	0.111209396282181
"2007-Rangpur"	"Medium-BR25"	"2007"	2007	1992	"Rangpur"	"BR25"	"Medium"	2.45	2.45	0.46633152909624	0.217465095029238	4.5984391190023	0.0442862794930017
"2007-Satkhira"	"Medium-BR25"	"2007"	2007	1992	"Satkhira"	"BR25"	"Medium"	2.95	2.95	0.157792242562389	0.0248983918128677	40.163236546193	-0.054714262457451
"2007-Sonagazi"	"Medium-BR25"	"2007"	2007	1992	"Sonagazi"	"BR25"	"Medium"	3.14666666666667	3.14666666666667	0.245868136103233	0.0604511403508777	16.5422851280502	-0.0459089041983658
"2008-Barisal"	"Medium-BR25"	"2008"	2008	1992	"Barisal"	"BR25"	"Medium"	3.75491666666667	3.75491666666667	0.13408273036402	0.0179781785818706	55.622987359154	0.0141612765331005
"2008-Comilla"	"Medium-BR25"	"2008"	2008	1992	"Comilla"	"BR25"	"Medium"	2.25833333333333	2.25833333333333	0.103794542183517	0.0107733069870858	92.8220091749655	-0.022341879297441
"2008-Gazipur"	"Medium-BR25"	"2008"	2008	1992	"Gazipur"	"BR25"	"Medium"	3.95	3.95	0.126986352123884	0.016125533625731	62.0134516605597	0.00512695722870893
"2008-Kustia"	"Medium-BR25"	"2008"	2008	1992	"Kustia"	"BR25"	"Medium"	4.25	4.25	0.261360349816372	0.0683092324561361	14.6393095639325	-0.0475734261590866
"2008-Rajshahi"	"Medium-BR25"	"2008"	2008	1992	"Rajshahi"	"BR25"	"Medium"	3.53	3.53	0.33706494593443	0.11361277777778	8.80182686806533	-0.093918921222246
"2008-Rangpur"	"Medium-BR25"	"2008"	2008	1992	"Rangpur"	"BR25"	"Medium"	4	4	0.291870563317027	0.0851884257309986	11.7386838812789	0.0472822432351876
"2008-Satkhira"	"Medium-BR25"	"2008"	2008	1992	"Satkhira"	"BR25"	"Medium"	4.45	4.45	0.0896704900378378	0.00804079678362597	124.36578449991	0.0137199183847381
"2008-Sonagazi"	"Medium-BR25"	"2008"	2008	1992	"Sonagazi"	"BR25"	"Medium"	2.16666666666667	2.16666666666667	0.0835917047284917	0.00698757309941534	143.111204100845	-0.00183701577857898
"2009-Barisal"	"Medium-BR25"	"2009"	2009	1992	"Barisal"	"BR25"	"Medium"	3.06666666666667	3.06666666666667	0.220973675082275	0.0488293650793669	20.4794798862243	-0.00988199834801406
"2009-Comilla"	"Medium-BR25"	"2009"	2009	1992	"Comilla"	"BR25"	"Medium"	3.29266666666667	3.29266666666667	0.0980211104038041	0.00960813808479476	104.0784375885	-0.00660925714397376
"2009-Gazipur"	"Medium-BR25"	"2009"	2009	1992	"Gazipur"	"BR25"	"Medium"	4.85	4.85	0.301780891292354	0.0910717063492074	10.9803586655726	0.248328087358564
"2009-Kustia"	"Medium-BR25"	"2009"	2009	1992	"Kustia"	"BR25"	"Medium"	4.16666666666667	4.16666666666667	0.242403092511742	0.0587592592592562	17.0185943901679	-0.0618869565477675
"2009-Rajshahi"	"Medium-BR25"	"2009"	2009	1992	"Rajshahi"	"BR25"	"Medium"	4.365	4.365	0.193103065381297	0.0372887938596536	26.8177083915282	0.0358732670622475
"2009-Rangpur"	"Medium-BR25"	"2009"	2009	1992	"Rangpur"	"BR25"	"Medium"	4.03333333333333	4.03333333333333	0.450886839239004	0.20329894179894	4.91886475724496	0.201861158696937
"2009-Satkhira"	"Medium-BR25"	"2009"	2009	1992	"Satkhira"	"BR25"	"Medium"	3.7	3.7	0.118707487003799	0.0140914674707571	70.9649298112649	-0.00397374625756486
