"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residFA"
"2005-Comilla"	"Long-BR23"	"2005"	2005	1988	"Comilla"	"BR23"	"Long"	3.57689922466667	3.57689922466667	0.240082416876525	0.0576395668932734	17.3491935123597	-0.0517348062466114
"2005-Gazipur"	"Long-BR23"	"2005"	2005	1988	"Gazipur"	"BR23"	"Long"	4.35957364333333	4.35957364333333	0.331375450796174	0.109809689390368	9.10666449884082	0.0836523021316378
"2005-Kustia"	"Long-BR23"	"2005"	2005	1988	"Kustia"	"BR23"	"Long"	4.55508527133333	4.55508527133333	0.202586823538365	0.0410414210713645	24.3656280385896	-0.0211913895782354
"2005-Rajshahi"	"Long-BR23"	"2005"	2005	1988	"Rajshahi"	"BR23"	"Long"	4.92899224833333	4.92899224833333	0.224303420598291	0.0503120244920937	19.875964247019	-0.026505108368772
"2005-Rangpur"	"Long-BR23"	"2005"	2005	1988	"Rangpur"	"BR23"	"Long"	1.67411772933333	1.67411772933333	0.342009921960273	0.116970786719272	8.5491431497335	-0.0694645328854624
"2005-Satkhira"	"Long-BR23"	"2005"	2005	1988	"Satkhira"	"BR23"	"Long"	5.70294573666667	5.70294573666667	0.0241789846416651	0.000584623298301876	1710.50316144541	0.00112020150571901
"2005-Sonagazi"	"Long-BR23"	"2005"	2005	1988	"Sonagazi"	"BR23"	"Long"	4.26	4.26	0.130167062086742	0.0169434640522938	59.0198082820391	0.0191586807929136
"2006-Barisal"	"Long-BR23"	"2006"	2006	1988	"Barisal"	"BR23"	"Long"	3.41	3.41	0.196868261562541	0.0387571124106572	25.8017158090711	-0.0636561942571978
"2006-Comilla"	"Long-BR23"	"2006"	2006	1988	"Comilla"	"BR23"	"Long"	0.953333333333333	0.953333333333333	0.121424162177443	0.0147438271604939	67.8249947665897	-0.0318152621979447
"2006-Gazipur"	"Long-BR23"	"2006"	2006	1988	"Gazipur"	"BR23"	"Long"	4.75	4.75	0.11771624785792	0.0138571150097473	72.1650934770031	0.0371486866866784
"2006-Kustia"	"Long-BR23"	"2006"	2006	1988	"Kustia"	"BR23"	"Long"	4.98666666666667	4.98666666666667	0.235855141608738	0.0556276478232778	17.9766723766009	-0.0492916014090738
"2006-Rajshahi"	"Long-BR23"	"2006"	2006	1988	"Rajshahi"	"BR23"	"Long"	4.53333333333333	4.53333333333333	0.156217264277102	0.0244038336582218	40.9771683418721	0.0453208924525352
"2006-Rangpur"	"Long-BR23"	"2006"	2006	1988	"Rangpur"	"BR23"	"Long"	3.16666666666667	3.16666666666667	0.460449236462257	0.212013499358675	4.71668079167093	-0.12859222774306
"2006-Satkhira"	"Long-BR23"	"2006"	2006	1988	"Satkhira"	"BR23"	"Long"	4.53333333333333	4.53333333333333	0.0922209892117871	0.00850471085120055	117.581892846932	-0.00470686149028854
"2006-Sonagazi"	"Long-BR23"	"2006"	2006	1988	"Sonagazi"	"BR23"	"Long"	3.92333333333333	3.92333333333333	0.317058724163055	0.100526234567904	9.94765201639493	-0.0707596088997926
"2007-Barisal"	"Long-BR23"	"2007"	2007	1988	"Barisal"	"BR23"	"Long"	4.69716666666667	4.69716666666667	0.207144702509568	0.0429089277777775	23.3051733471163	0.0696503683856262
"2007-Comilla"	"Long-BR23"	"2007"	2007	1988	"Comilla"	"BR23"	"Long"	3.84	3.84	0.128486773950664	0.0165088510802491	60.5735671815699	-0.0065918788231949
"2007-Gazipur"	"Long-BR23"	"2007"	2007	1988	"Gazipur"	"BR23"	"Long"	2.86666666666667	2.86666666666667	0.250121841654246	0.0625609356725115	15.9844156621108	-0.192079715641948
"2007-Kustia"	"Long-BR23"	"2007"	2007	1988	"Kustia"	"BR23"	"Long"	4.33333333333333	4.33333333333333	0.442936671098706	0.196192894604003	5.09702454830693	-0.143027330402089
"2007-Rajshahi"	"Long-BR23"	"2007"	2007	1988	"Rajshahi"	"BR23"	"Long"	4.43333333333333	4.43333333333333	0.196675587070962	0.0386812865497077	25.8522942021316	0.0252452494207294
"2007-Rangpur"	"Long-BR23"	"2007"	2007	1988	"Rangpur"	"BR23"	"Long"	3.25	3.25	0.46633152909624	0.217465095029238	4.5984391190023	0.583819893450392
"2007-Satkhira"	"Long-BR23"	"2007"	2007	1988	"Satkhira"	"BR23"	"Long"	3.08333333333333	3.08333333333333	0.157792242562389	0.0248983918128677	40.163236546193	-0.0621735707237985
"2007-Sonagazi"	"Long-BR23"	"2007"	2007	1988	"Sonagazi"	"BR23"	"Long"	3.23333333333333	3.23333333333333	0.245868136103233	0.0604511403508777	16.5422851280502	-0.05672312689412
"2008-Barisal"	"Long-BR23"	"2008"	2008	1988	"Barisal"	"BR23"	"Long"	3.93191666666667	3.93191666666667	0.13408273036402	0.0179781785818706	55.622987359154	0.0179149998613801
"2008-Comilla"	"Long-BR23"	"2008"	2008	1988	"Comilla"	"BR23"	"Long"	2.50833333333333	2.50833333333333	0.103794542183517	0.0107733069870858	92.8220091749655	-0.0311231460899801
"2008-Gazipur"	"Long-BR23"	"2008"	2008	1988	"Gazipur"	"BR23"	"Long"	4.75	4.75	0.126986352123884	0.016125533625731	62.0134516605597	0.044255611659775
"2008-Kustia"	"Long-BR23"	"2008"	2008	1988	"Kustia"	"BR23"	"Long"	4.66666666666667	4.66666666666667	0.261360349816372	0.0683092324561361	14.6393095639325	-0.00134038307720896
"2008-Rajshahi"	"Long-BR23"	"2008"	2008	1988	"Rajshahi"	"BR23"	"Long"	4.17333333333333	4.17333333333333	0.33706494593443	0.11361277777778	8.80182686806533	0.135481082364532
"2008-Rangpur"	"Long-BR23"	"2008"	2008	1988	"Rangpur"	"BR23"	"Long"	3.33333333333333	3.33333333333333	0.291870563317027	0.0851884257309985	11.7386838812789	-0.115503070291836
"2008-Satkhira"	"Long-BR23"	"2008"	2008	1988	"Satkhira"	"BR23"	"Long"	3.80833333333333	3.80833333333333	0.0896704900378378	0.00804079678362596	124.36578449991	-0.012569070461792
"2008-Sonagazi"	"Long-BR23"	"2008"	2008	1988	"Sonagazi"	"BR23"	"Long"	1.91666666666667	1.91666666666667	0.0835917047284917	0.00698757309941534	143.111204100845	-0.009364692634795
"2009-Barisal"	"Long-BR23"	"2009"	2009	1988	"Barisal"	"BR23"	"Long"	3.16666666666667	3.16666666666667	0.220973675082275	0.0488293650793669	20.4794798862243	0.010284874045579
"2009-Comilla"	"Long-BR23"	"2009"	2009	1988	"Comilla"	"BR23"	"Long"	3.8075	3.8075	0.0980211104038041	0.00960813808479476	104.0784375885	-0.0030362348016344
"2009-Gazipur"	"Long-BR23"	"2009"	2009	1988	"Gazipur"	"BR23"	"Long"	4.51666666666667	4.51666666666667	0.301780891292354	0.0910717063492074	10.9803586655726	0.0850973197067377
"2009-Kustia"	"Long-BR23"	"2009"	2009	1988	"Kustia"	"BR23"	"Long"	5	5	0.242403092511742	0.0587592592592562	17.0185943901679	0.0756677417998644
"2009-Rajshahi"	"Long-BR23"	"2009"	2009	1988	"Rajshahi"	"BR23"	"Long"	4.30333333333333	4.30333333333333	0.193103065381297	0.0372887938596536	26.8177083915282	0.0417245682085925
"2009-Rangpur"	"Long-BR23"	"2009"	2009	1988	"Rangpur"	"BR23"	"Long"	2.81666666666667	2.81666666666667	0.450886839239004	0.20329894179894	4.91886475724496	-0.292461286261585
"2009-Satkhira"	"Long-BR23"	"2009"	2009	1988	"Satkhira"	"BR23"	"Long"	3.44583333333333	3.44583333333333	0.118707487003799	0.0140914674707571	70.9649298112649	-0.0293808172146739
"2009-Sonagazi"	"Long-BR23"	"2009"	2009	1988	"Sonagazi"	"BR23"	"Long"	1.26666666666667	1.26666666666667	0.119826815064344	0.0143584656084645	69.6453247351506	-0.0424836368004626
"2010-Barisal"	"Long-BR23"	"2010"	2010	1988	"Barisal"	"BR23"	"Long"	3.275	3.275	0.151739691124092	0.023024933862435	43.4311779558026	-0.0121650179215593
"2010-Comilla"	"Long-BR23"	"2010"	2010	1988	"Comilla"	"BR23"	"Long"	5.10666666666667	5.10666666666667	0.094068073122371	0.00884880238095575	113.009643220441	0.0176061895030699
"2010-Gazipur"	"Long-BR23"	"2010"	2010	1988	"Gazipur"	"BR23"	"Long"	4.55833333333333	4.55833333333334	0.300298380381168	0.0901791172595529	11.0890417913696	0.0171180925969319
"2010-Kustia"	"Long-BR23"	"2010"	2010	1988	"Kustia"	"BR23"	"Long"	5.7	5.7	0.267112722177734	0.0713492063491993	14.0155728587333	0.0778238056710236
"2010-Rajshahi"	"Long-BR23"	"2010"	2010	1988	"Rajshahi"	"BR23"	"Long"	4.51833333333333	4.51833333333333	0.17895656285502	0.0320254513888827	31.2251648808028	-0.0254848001734205
"2010-Rangpur"	"Long-BR23"	"2010"	2010	1988	"Rangpur"	"BR23"	"Long"	2.63333333333333	2.63333333333333	0.32959410664069	0.108632275132275	9.2053673623457	-0.252794767486592
"2010-Satkhira"	"Long-BR23"	"2010"	2010	1988	"Satkhira"	"BR23"	"Long"	3.62708333333333	3.62708333333333	0.102330838071042	0.0104716004203217	95.4963864032997	-0.0197410491345718
"2010-Sonagazi"	"Long-BR23"	"2010"	2010	1988	"Sonagazi"	"BR23"	"Long"	4.2	4.2	0.104913331862387	0.0110068072024674	90.852867830358	0.000541616949717216
"2011-Barisal"	"Long-BR23"	"2011"	2011	1988	"Barisal"	"BR23"	"Long"	3.38333333333333	3.38333333333333	0.207245460071494	0.0429506807202451	23.2825180702815	-0.0510640491597756
"2011-Comilla"	"Long-BR23"	"2011"	2011	1988	"Comilla"	"BR23"	"Long"	4.40333333333333	4.40333333333333	0.0906512813420829	0.00821765480896146	121.689219521546	0.0220643955939757
"2011-Gazipur"	"Long-BR23"	"2011"	2011	1988	"Gazipur"	"BR23"	"Long"	5.2	5.2	0.298516405506644	0.0891120443566069	11.221827612867	0.113112694927718
"2011-Kustia"	"Long-BR23"	"2011"	2011	1988	"Kustia"	"BR23"	"Long"	5.2	5.2	0.15067043846643	0.0227015810276662	44.049795420914	0.0267052479839229
"2011-Rajshahi"	"Long-BR23"	"2011"	2011	1988	"Rajshahi"	"BR23"	"Long"	4.73333333333333	4.73333333333333	0.287348516544748	0.082569169960467	12.111057922452	-0.220751211134814
"2011-Rangpur"	"Long-BR23"	"2011"	2011	1988	"Rangpur"	"BR23"	"Long"	2.73333333333333	2.73333333333333	0.243650144799973	0.059365393061048	16.8448307749206	-0.0999284149017408
"2011-Satkhira"	"Long-BR23"	"2011"	2011	1988	"Satkhira"	"BR23"	"Long"	3.53645833333333	3.53645833333333	0.110149448563419	0.0121329010188253	82.4205190867716	-0.0252314834988749
"2011-Sonagazi"	"Long-BR23"	"2011"	2011	1988	"Sonagazi"	"BR23"	"Long"	5.93333333333333	5.93333333333333	0.403781287410964	0.163039328063255	6.13348945851901	0.0310447429026901
"2012-Barisal"	"Long-BR23"	"2012"	2012	1988	"Barisal"	"BR23"	"Long"	3.59	3.59	0.115621572568604	0.0133683480432369	74.8035581334155	-0.0293467385438921
"2012-Comilla"	"Long-BR23"	"2012"	2012	1988	"Comilla"	"BR23"	"Long"	5.33	5.33	0.177170020605692	0.0313892162014212	31.8580748746037	0.093792106185667
"2012-Gazipur"	"Long-BR23"	"2012"	2012	1988	"Gazipur"	"BR23"	"Long"	4.41433333333333	4.41433333333333	0.294246355329214	0.0865809176245258	11.5498891376583	-0.00267218583920581
"2012-Kustia"	"Long-BR23"	"2012"	2012	1988	"Kustia"	"BR23"	"Long"	4.73666666666667	4.73666666666667	0.0858951066630596	0.00737796934865838	135.538649287265	-0.00630344133418959
"2012-Rajshahi"	"Long-BR23"	"2012"	2012	1988	"Rajshahi"	"BR23"	"Long"	2.62	2.62	0.388473000564369	0.150911272167484	6.62641024515507	-0.689358430088882
"2012-Rangpur"	"Long-BR23"	"2012"	2012	1988	"Rangpur"	"BR23"	"Long"	2.62	2.62	0.102383673160463	0.0104824165298285	95.3978500238403	0.0385269492789346
"2012-Satkhira"	"Long-BR23"	"2012"	2012	1988	"Satkhira"	"BR23"	"Long"	3.55358333333333	3.55358333333333	0.0741893862454103	0.00550406503147068	181.683899859883	0.0107496259441024
"2012-Sonagazi"	"Long-BR23"	"2012"	2012	1988	"Sonagazi"	"BR23"	"Long"	4.2	4.2	0.106681129715292	0.011380863437331	87.8667954770327	0.00269898726129458
"2013-Barisal"	"Long-BR23"	"2013"	2013	1988	"Barisal"	"BR23"	"Long"	4.83666666666667	4.83666666666667	0.119823293997234	0.0143576217843475	69.6494179203262	0.0137029018455062
"2013-Comilla"	"Long-BR23"	"2013"	2013	1988	"Comilla"	"BR23"	"Long"	4.49666666666667	4.49666666666667	0.132762066432854	0.0176257662835216	56.7351219750883	0.0304894236365492
"2013-Gazipur"	"Long-BR23"	"2013"	2013	1988	"Gazipur"	"BR23"	"Long"	4.9	4.9	0.337009247086461	0.113575232621783	8.80473653380134	-0.0961795729615682
"2013-Kustia"	"Long-BR23"	"2013"	2013	1988	"Kustia"	"BR23"	"Long"	4.26666666666667	4.26666666666667	0.232569062669084	0.0540883689107762	18.4882631911048	0.00733813940882033
"2013-Rajshahi"	"Long-BR23"	"2013"	2013	1988	"Rajshahi"	"BR23"	"Long"	3.33	3.33	0.452235588087734	0.204517027133059	4.88956843358279	-0.386795522209893
"2013-Rangpur"	"Long-BR23"	"2013"	2013	1988	"Rangpur"	"BR23"	"Long"	1.71666666666667	1.71666666666667	0.110684601490524	0.0122510810071162	81.6254499843024	-0.0305005830919132
"2013-Sonagazi"	"Long-BR23"	"2013"	2013	1988	"Sonagazi"	"BR23"	"Long"	4.19666666666667	4.19666666666667	0.0662272242733976	0.0043860452349589	227.995824582363	0.00013351770452541
"2014-Bhanga"	"Long-BR23"	"2014"	2014	1988	"Bhanga"	"BR23"	"Long"	4.54166666666667	4.54166666666667	0.224641938734889	0.0504640006385697	19.8161062806364	0.0529471790272096
"2014-Comilla"	"Long-BR23"	"2014"	2014	1988	"Comilla"	"BR23"	"Long"	4.96	4.96	0.186035774119274	0.0346093092521575	28.8939600820742	0.0617882931287017
"2014-Gazipur"	"Long-BR23"	"2014"	2014	1988	"Gazipur"	"BR23"	"Long"	5.33333333333333	5.33333333333333	0.272948974276666	0.0745011425586841	13.4226129379466	-0.124629640358187
"2014-Kustia"	"Long-BR23"	"2014"	2014	1988	"Kustia"	"BR23"	"Long"	5.19333333333333	5.19333333333333	0.310736302688336	0.0965570498084171	10.3565716018058	0.0151277440450892
"2014-Rajshahi"	"Long-BR23"	"2014"	2014	1988	"Rajshahi"	"BR23"	"Long"	4.82708527166667	4.82708527166667	0.419649446356864	0.176105657827623	5.67840927052343	-0.181683388858936
"2014-Rangpur"	"Long-BR23"	"2014"	2014	1988	"Rangpur"	"BR23"	"Long"	3.23333333333333	3.23333333333333	0.274700789272758	0.0754605236270763	13.2519621112354	-0.0138084096401876
"2014-Satkhira"	"Long-BR23"	"2014"	2014	1988	"Satkhira"	"BR23"	"Long"	5.18333333333333	5.18333333333333	0.0981647037772755	0.00963630906768025	103.774172556789	0.0130682803336866
"2014-Sonagazi"	"Long-BR23"	"2014"	2014	1988	"Sonagazi"	"BR23"	"Long"	4.01333333333333	4.01333333333333	0.102373305807809	0.0104802937420191	95.4171728976119	0.0108993357270712
"2015-Bhanga"	"Long-BR23"	"2015"	2015	1988	"Bhanga"	"BR23"	"Long"	5.45833333333333	5.45833333333333	0.197529999325466	0.0390181006335187	25.6291306794402	0.097776213923205
"2015-Comilla"	"Long-BR23"	"2015"	2015	1988	"Comilla"	"BR23"	"Long"	5.65389032433333	5.65389032433333	0.406385088158473	0.16514883987757	6.05514395827021	0.362292236188158
"2015-Gazipur"	"Long-BR23"	"2015"	2015	1988	"Gazipur"	"BR23"	"Long"	5.555638648	5.555638648	0.601949766311273	0.362343521162196	2.75981200600071	-0.0601300601664185
"2015-Kustia"	"Long-BR23"	"2015"	2015	1988	"Kustia"	"BR23"	"Long"	4.46666666666667	4.46666666666667	0.218758537979813	0.0478552979390651	20.8963279525146	-0.160567703892701
"2015-Rajshahi"	"Long-BR23"	"2015"	2015	1988	"Rajshahi"	"BR23"	"Long"	4.459147287	4.459147287	0.279277948149426	0.0779961723225532	12.8211419896928	-0.0941378039703604
"2015-Rangpur"	"Long-BR23"	"2015"	2015	1988	"Rangpur"	"BR23"	"Long"	1.08333333333333	1.08333333333333	0.197496902055921	0.039005026321686	25.6377214503768	-0.149966558575706
"2015-Satkhira"	"Long-BR23"	"2015"	2015	1988	"Satkhira"	"BR23"	"Long"	4.307622739	4.307622739	0.277161568787217	0.0768185352125914	13.0176915926938	-0.0598268557572785
"2015-Sonagazi"	"Long-BR23"	"2015"	2015	1988	"Sonagazi"	"BR23"	"Long"	4.982341085	4.982341085	0.366558300514481	0.134364987676065	7.44241500182222	0.36631332038713
"2001-Barisal"	"Medium-BR25"	"2001"	2001	1992	"Barisal"	"BR25"	"Medium"	4.08666666666667	4.08666666666667	0.130270249273229	0.0169703378457092	58.9263460216169	0.0244612735534835
"2001-Comilla"	"Medium-BR25"	"2001"	2001	1992	"Comilla"	"BR25"	"Medium"	3.91641472866667	3.91641472866667	0.23667842636729	0.0560166775076966	17.8518263576522	-0.00438374072542524
"2001-Gazipur"	"Medium-BR25"	"2001"	2001	1992	"Gazipur"	"BR25"	"Medium"	4.41178294566667	4.41178294566667	0.179855289614039	0.0323479252021499	30.913883773094	0.0477578261258857
"2001-Rajshahi"	"Medium-BR25"	"2001"	2001	1992	"Rajshahi"	"BR25"	"Medium"	3.83666666666667	3.83666666666667	0.198814026698745	0.0395270172121694	25.2991515811146	-0.0220764686873576
"2001-Rangpur"	"Medium-BR25"	"2001"	2001	1992	"Rangpur"	"BR25"	"Medium"	3.35117248066667	3.35117248066667	0.230290459685437	0.05303369582213	18.8559364852471	-0.0316033948988474
"2001-Satkhira"	"Medium-BR25"	"2001"	2001	1992	"Satkhira"	"BR25"	"Medium"	4.986337209	4.986337209	0.0529806450071667	0.00280694874537542	356.258731709137	-0.000541042048009643
"2001-Sonagazi"	"Medium-BR25"	"2001"	2001	1992	"Sonagazi"	"BR25"	"Medium"	4.37302325566667	4.37302325566667	0.164927883915615	0.0272012068928827	36.7630746656926	0.0290723950174314
"2002-Barisal"	"Medium-BR25"	"2002"	2002	1992	"Barisal"	"BR25"	"Medium"	4.76666666666667	4.76666666666667	0.281482928237029	0.0792326388888922	12.6210613962044	0.00148714275498829
"2002-Comilla"	"Medium-BR25"	"2002"	2002	1992	"Comilla"	"BR25"	"Medium"	4.53333333333333	4.53333333333333	0.358938442571367	0.128836805555559	7.76175717558261	-0.0158615825598387
"2002-Gazipur"	"Medium-BR25"	"2002"	2002	1992	"Gazipur"	"BR25"	"Medium"	3.98139511633333	3.98139511633333	0.208116403099544	0.0433124372390919	23.088056543201	0.0475838478992223
"2002-Rajshahi"	"Medium-BR25"	"2002"	2002	1992	"Rajshahi"	"BR25"	"Medium"	4.13566666666667	4.13566666666667	0.198955141044788	0.0395831481481514	25.2632760855001	-0.0165462552216207
"2002-Rangpur"	"Medium-BR25"	"2002"	2002	1992	"Rangpur"	"BR25"	"Medium"	3.12333333333333	3.12333333333333	0.279582341169079	0.078166285493583	12.7932393574221	-0.0400163652279524
"2002-Satkhira"	"Medium-BR25"	"2002"	2002	1992	"Satkhira"	"BR25"	"Medium"	4.805232558	4.805232558	0.0743786699049421	0.00553218653682834	180.760354580037	0.000980024884585262
"2002-Sonagazi"	"Medium-BR25"	"2002"	2002	1992	"Sonagazi"	"BR25"	"Medium"	4.67202325566667	4.67202325566667	0.161449105660212	0.0260658137184824	38.3644267084949	0.0335292295117027
"2003-Barisal"	"Medium-BR25"	"2003"	2003	1992	"Barisal"	"BR25"	"Medium"	5.89453488366667	5.89453488366667	0.278625937318527	0.077632412946628	12.8812175487511	0.171733386130961
"2003-Comilla"	"Medium-BR25"	"2003"	2003	1992	"Comilla"	"BR25"	"Medium"	3.61600348833333	3.61600348833333	0.221178470801202	0.0489199159459583	20.441572326181	0.0424295081036821
"2003-Gazipur"	"Medium-BR25"	"2003"	2003	1992	"Gazipur"	"BR25"	"Medium"	2.757232558	2.757232558	0.324529121267277	0.105319150550511	9.49494934941013	-0.0329962658861227
"2003-Rajshahi"	"Medium-BR25"	"2003"	2003	1992	"Rajshahi"	"BR25"	"Medium"	3.98616666666667	3.98616666666667	0.208537285789058	0.0434877995642674	22.9949551372949	-0.00761734722160501
"2003-Rangpur"	"Medium-BR25"	"2003"	2003	1992	"Rangpur"	"BR25"	"Medium"	3.579011628	3.579011628	0.219466692898206	0.0481656292916755	20.7616928234099	-0.0334229646216175
"2003-Satkhira"	"Medium-BR25"	"2003"	2003	1992	"Satkhira"	"BR25"	"Medium"	5.16744186	5.16744186	0.0803328310865496	0.0064533637503801	154.957947309432	-0.00488832268184325
"2003-Sonagazi"	"Medium-BR25"	"2003"	2003	1992	"Sonagazi"	"BR25"	"Medium"	3.87333333333333	3.87333333333333	0.352617507724465	0.124339106753813	8.04252198771191	0.284975255589244
"2004-Barisal"	"Medium-BR25"	"2004"	2004	1992	"Barisal"	"BR25"	"Medium"	3.51487192466667	3.51487192466667	0.181123324176459	0.0328056585607306	30.4825461177307	-0.00253821700366919
"2004-Comilla"	"Medium-BR25"	"2004"	2004	1992	"Comilla"	"BR25"	"Medium"	2.415267442	2.415267442	0.183361735588652	0.0336215260780828	29.7428497944321	0.0139550593305073
"2004-Gazipur"	"Medium-BR25"	"2004"	2004	1992	"Gazipur"	"BR25"	"Medium"	2.79843023266667	2.79843023266667	0.250251521523669	0.0626258240249113	15.9678537659196	-0.194918970030188
"2004-Kustia"	"Medium-BR25"	"2004"	2004	1992	"Kustia"	"BR25"	"Medium"	3.16193255833333	3.16193255833333	0.231310783736644	0.0535046786728603	18.6899543143549	-0.0373744420049587
"2004-Rajshahi"	"Medium-BR25"	"2004"	2004	1992	"Rajshahi"	"BR25"	"Medium"	3.321131783	3.321131783	0.258791076389244	0.0669728212187034	14.9314301205028	-0.144170060263499
"2004-Rangpur"	"Medium-BR25"	"2004"	2004	1992	"Rangpur"	"BR25"	"Medium"	2.54666666666667	2.54666666666667	0.223354422759665	0.0498871981663029	20.0452227576786	-0.0437498795603704
"2004-Satkhira"	"Medium-BR25"	"2004"	2004	1992	"Satkhira"	"BR25"	"Medium"	4.91844961266667	4.91844961266667	0.0666436838076715	0.0044413805914569	225.155214557276	-0.00281884502879493
"2004-Sonagazi"	"Medium-BR25"	"2004"	2004	1992	"Sonagazi"	"BR25"	"Medium"	4.63914728666667	4.63914728666667	0.212624180500443	0.0452090421334848	22.1194688674754	0.108620224505501
"2005-Barisal"	"Medium-BR25"	"2005"	2005	1992	"Barisal"	"BR25"	"Medium"	4.75633333333333	4.75633333333333	0.397251863695922	0.157809043209883	6.33677246664513	-0.00311719616771633
"2005-Comilla"	"Medium-BR25"	"2005"	2005	1992	"Comilla"	"BR25"	"Medium"	3.85833333333333	3.85833333333333	0.240082416876525	0.0576395668932734	17.3491935123597	0.0854211421431632
"2005-Gazipur"	"Medium-BR25"	"2005"	2005	1992	"Gazipur"	"BR25"	"Medium"	3.85930232566667	3.85930232566667	0.331375450796174	0.109809689390368	9.10666449884082	0.0197379633995949
"2005-Kustia"	"Medium-BR25"	"2005"	2005	1992	"Kustia"	"BR25"	"Medium"	4.18316666666667	4.18316666666667	0.202586823538365	0.0410414210713645	24.3656280385896	-0.0323628753851102
"2005-Rajshahi"	"Medium-BR25"	"2005"	2005	1992	"Rajshahi"	"BR25"	"Medium"	3.60790697666667	3.60790697666667	0.224303420598291	0.0503120244920937	19.875964247019	-0.233424152660752
"2005-Rangpur"	"Medium-BR25"	"2005"	2005	1992	"Rangpur"	"BR25"	"Medium"	2.55018109033333	2.55018109033333	0.342009921960273	0.116970786719272	8.5491431497335	0.145570768118102
"2005-Satkhira"	"Medium-BR25"	"2005"	2005	1992	"Satkhira"	"BR25"	"Medium"	4.62511627933333	4.62511627933333	0.0241789846416651	0.000584623298301876	1710.50316144541	-0.000756977226749278
"2005-Sonagazi"	"Medium-BR25"	"2005"	2005	1992	"Sonagazi"	"BR25"	"Medium"	4.31333333333333	4.31333333333333	0.130167062086742	0.0169434640522938	59.0198082820391	0.0289986416288146
"2006-Barisal"	"Medium-BR25"	"2006"	2006	1992	"Barisal"	"BR25"	"Medium"	2.54833333333333	2.54833333333333	0.196868261562541	0.0387571124106572	25.8017158090711	-0.131059271235445
"2006-Comilla"	"Medium-BR25"	"2006"	2006	1992	"Comilla"	"BR25"	"Medium"	1.27333333333333	1.27333333333333	0.121424162177443	0.0147438271604939	67.8249947665897	0.0125718702166879
"2006-Gazipur"	"Medium-BR25"	"2006"	2006	1992	"Gazipur"	"BR25"	"Medium"	3.95	3.95	0.11771624785792	0.0138571150097473	72.1650934770031	0.0121306569114705
"2006-Kustia"	"Medium-BR25"	"2006"	2006	1992	"Kustia"	"BR25"	"Medium"	3.99333333333333	3.99333333333333	0.235855141608738	0.0556276478232778	17.9766723766009	-0.161698407722344
"2006-Rajshahi"	"Medium-BR25"	"2006"	2006	1992	"Rajshahi"	"BR25"	"Medium"	3.4	3.4	0.156217264277102	0.0244038336582218	40.9771683418722	-0.0505856968609737
"2006-Rangpur"	"Medium-BR25"	"2006"	2006	1992	"Rangpur"	"BR25"	"Medium"	2.9	2.9	0.460449236462257	0.212013499358675	4.71668079167093	-0.240747672021558
"2006-Satkhira"	"Medium-BR25"	"2006"	2006	1992	"Satkhira"	"BR25"	"Medium"	5.95	5.95	0.0922209892117871	0.00850471085120055	117.581892846932	0.0510135062668686
"2006-Sonagazi"	"Medium-BR25"	"2006"	2006	1992	"Sonagazi"	"BR25"	"Medium"	1.88	1.88	0.317058724163055	0.100526234567904	9.94765201639493	-0.540595996919178
"2007-Barisal"	"Medium-BR25"	"2007"	2007	1992	"Barisal"	"BR25"	"Medium"	4.44316666666667	4.44316666666667	0.207144702509568	0.0429089277777775	23.3051733471163	0.0364175092485626
"2007-Comilla"	"Medium-BR25"	"2007"	2007	1992	"Comilla"	"BR25"	"Medium"	3.31666666666667	3.31666666666667	0.128486773950664	0.0165088510802491	60.5735671815699	-0.0173257184436224
"2007-Gazipur"	"Medium-BR25"	"2007"	2007	1992	"Gazipur"	"BR25"	"Medium"	2.86666666666667	2.86666666666667	0.250121841654246	0.0625609356725115	15.9844156621108	-0.110851096503075
"2007-Kustia"	"Medium-BR25"	"2007"	2007	1992	"Kustia"	"BR25"	"Medium"	4.33333333333333	4.33333333333333	0.442936671098706	0.196192894604003	5.09702454830693	-0.0381422325204568
"2007-Rajshahi"	"Medium-BR25"	"2007"	2007	1992	"Rajshahi"	"BR25"	"Medium"	5.2	5.2	0.196675587070962	0.0386812865497077	25.8522942021316	0.124797117942771
"2007-Rangpur"	"Medium-BR25"	"2007"	2007	1992	"Rangpur"	"BR25"	"Medium"	2.45	2.45	0.46633152909624	0.217465095029238	4.5984391190023	0.0777183997490041
"2007-Satkhira"	"Medium-BR25"	"2007"	2007	1992	"Satkhira"	"BR25"	"Medium"	2.95	2.95	0.157792242562389	0.0248983918128677	40.163236546193	-0.0504963145045361
"2007-Sonagazi"	"Medium-BR25"	"2007"	2007	1992	"Sonagazi"	"BR25"	"Medium"	3.14666666666667	3.14666666666667	0.245868136103233	0.0604511403508777	16.5422851280502	-0.0472450902489019
"2008-Barisal"	"Medium-BR25"	"2008"	2008	1992	"Barisal"	"BR25"	"Medium"	3.75491666666667	3.75491666666667	0.13408273036402	0.0179781785818706	55.622987359154	0.00993932398711594
"2008-Comilla"	"Medium-BR25"	"2008"	2008	1992	"Comilla"	"BR25"	"Medium"	2.25833333333333	2.25833333333333	0.103794542183517	0.0107733069870858	92.8220091749655	-0.024396594356257
