"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residFA"
"2011-2012-Gazipur"	"Long-BR15"	"2011-2012"	2011	1983	"Gazipur"	"BR15"	"Long"	6.70333333333333	6.70333333333333	0.187925320076699	0.0353159259259297	28.3158369427256	0.126624343633448
"2011-2012-Habiganj"	"Long-BR15"	"2011-2012"	2011	1983	"Habiganj"	"BR15"	"Long"	6.13333333333333	6.13333333333333	0.116416966344714	0.0135529100529063	73.7848916650602	0.0124026519038365
"2011-2012-Kustia"	"Long-BR15"	"2011-2012"	2011	1983	"Kustia"	"BR15"	"Long"	4.61333333333333	4.61333333333333	0.0652940033870905	0.00426330687831339	234.55970413174	0.0030051569630567
"2011-2012-Rajshahi"	"Long-BR15"	"2011-2012"	2011	1983	"Rajshahi"	"BR15"	"Long"	6.53	6.53	0.379846425385708	0.1442833068783	6.93080870986329	0.00958848401966605
"2011-2012-Rangpur"	"Long-BR15"	"2011-2012"	2011	1983	"Rangpur"	"BR15"	"Long"	2.63333333333333	2.63333333333333	0.235463238124209	0.0554429365079377	18.0365626892225	-0.00869184448062876
"2011-2012-Satkhira"	"Long-BR15"	"2011-2012"	2011	1983	"Satkhira"	"BR15"	"Long"	6.06	6.06	0.0939814515078146	0.00883251322751571	113.21805857983	-0.00671394204844056
"2011-2012-Sonagazi"	"Long-BR15"	"2011-2012"	2011	1983	"Sonagazi"	"BR15"	"Long"	5.3	5.3	0.191871870827438	0.036814814814821	27.1629778671986	-0.047986023685314
"2012-2013-Barisal"	"Long-BR15"	"2012-2013"	2012	1983	"Barisal"	"BR15"	"Long"	3.32	3.32	0.214560657627369	0.046036275801489	21.7220003701441	-0.175380886204321
"2012-2013-Bhanga"	"Long-BR15"	"2012-2013"	2012	1983	"Bhanga"	"BR15"	"Long"	7.16666666666667	7.16666666666667	0.387689885757495	0.15030344751866	6.65320733828047	-0.0923323780967547
"2012-2013-Comilla"	"Long-BR15"	"2012-2013"	2012	1983	"Comilla"	"BR15"	"Long"	4.69666666666667	4.69666666666667	0.104300643999111	0.0108786243386292	91.9233874497411	-0.0251250785931108
"2012-2013-Gazipur"	"Long-BR15"	"2012-2013"	2012	1983	"Gazipur"	"BR15"	"Long"	6.36	6.36	0.357822214143497	0.128036736934554	7.81025839881523	0.109208133408023
"2012-2013-Habiganj"	"Long-BR15"	"2012-2013"	2012	1983	"Habiganj"	"BR15"	"Long"	5.55	5.55	0.083175883002435	0.00691822751323476	144.545694411896	-0.00819552403610846
"2012-2013-Kustia"	"Long-BR15"	"2012-2013"	2012	1983	"Kustia"	"BR15"	"Long"	5.56	5.56	0.0761059578507512	0.00579211682038031	172.648451509364	-0.0114399853358567
"2012-2013-Rajshahi"	"Long-BR15"	"2012-2013"	2012	1983	"Rajshahi"	"BR15"	"Long"	5.4	5.4	0.330920184701595	0.109508168642937	9.13173886836334	0.072761813438162
"2012-2013-Rangpur"	"Long-BR15"	"2012-2013"	2012	1983	"Rangpur"	"BR15"	"Long"	7.03333333333333	7.03333333333333	0.175155492749514	0.0306794466403251	32.5951120215317	0.118610047779581
"2012-2013-Satkhira"	"Long-BR15"	"2012-2013"	2012	1983	"Satkhira"	"BR15"	"Long"	6.83333333333333	6.83333333333333	0.133432110973701	0.0178041282388981	56.1667488900254	0.0117382659150449
"2012-2013-Sonagazi"	"Long-BR15"	"2012-2013"	2012	1983	"Sonagazi"	"BR15"	"Long"	5.35	5.35	0.698452426948109	0.487835792709703	2.04987008937057	0.904712690722398
"2013-2014-Barisal"	"Long-BR15"	"2013-2014"	2013	1983	"Barisal"	"BR15"	"Long"	4.45666666666667	4.45666666666667	0.0917261811463272	0.00841369230768884	118.853882864976	-0.00206219287151033
"2013-2014-Bhanga"	"Long-BR15"	"2013-2014"	2013	1983	"Bhanga"	"BR15"	"Long"	6.06666666666667	6.06666666666666	0.0735660642685235	0.00541196581196053	184.775742261709	-0.0124235739651253
"2013-2014-Comilla"	"Long-BR15"	"2013-2014"	2013	1983	"Comilla"	"BR15"	"Long"	5.20333333333333	5.20333333333334	0.0732732854386909	0.00536897435897987	186.255313052008	-0.00346695743505609
"2013-2014-Gazipur"	"Long-BR15"	"2013-2014"	2013	1983	"Gazipur"	"BR15"	"Long"	7.63333333333333	7.63333333333333	0.24528249891402	0.0601635042735061	16.6213722434444	0.158790661308701
"2013-2014-Habiganj"	"Long-BR15"	"2013-2014"	2013	1983	"Habiganj"	"BR15"	"Long"	4.96	4.96	0.103272107585416	0.0106651282051338	93.7635235850836	-0.0447811499384558
"2013-2014-Kustia"	"Long-BR15"	"2013-2014"	2013	1983	"Kustia"	"BR15"	"Long"	6.13	6.13	0.462568515026205	0.213969631093548	4.67356042485673	0.101740762703566
"2013-2014-Rajshahi"	"Long-BR15"	"2013-2014"	2013	1983	"Rajshahi"	"BR15"	"Long"	2.38666666666667	2.38666666666667	0.219782409879192	0.0483043076923052	20.702087407399	-0.0884004132384151
"2013-2014-Rangpur"	"Long-BR15"	"2013-2014"	2013	1983	"Rangpur"	"BR15"	"Long"	6.73333333333333	6.73333333333333	0.24339830534071	0.0592427350427296	16.8797068413323	0.0228559651358964
"2013-2014-Satkhira"	"Long-BR15"	"2013-2014"	2013	1983	"Satkhira"	"BR15"	"Long"	5.28	5.28	0.140844643757716	0.0198372136752379	50.4103054174522	-0.0406889892787818
"2013-2014-Sonagazi"	"Long-BR15"	"2013-2014"	2013	1983	"Sonagazi"	"BR15"	"Long"	4.67333333333333	4.67333333333333	0.107964966096709	0.0116564339042635	85.7895311905157	-0.0220473768111162
"2014-2015-Barisal"	"Long-BR15"	"2014-2015"	2014	1983	"Barisal"	"BR15"	"Long"	5.11666666666667	5.11666666666667	0.0927519710939973	0.00860292814182172	116.239492358266	0.00874107115802758
"2014-2015-Bhanga"	"Long-BR15"	"2014-2015"	2014	1983	"Bhanga"	"BR15"	"Long"	7.81	7.81	0.182357022268894	0.0332540835707777	30.0714947645936	0.0458052218637812
"2014-2015-Comilla"	"Long-BR15"	"2014-2015"	2014	1983	"Comilla"	"BR15"	"Long"	5.80666666666667	5.80666666666667	0.0864836624358532	0.00747942386831861	133.700137551477	0.00464565892687396
"2014-2015-Gazipur"	"Long-BR15"	"2014-2015"	2014	1983	"Gazipur"	"BR15"	"Long"	7.66666666666667	7.66666666666667	0.254951206268758	0.0650001175778947	15.3845875555782	0.110511090607643
"2014-2015-Habiganj"	"Long-BR15"	"2014-2015"	2014	1983	"Habiganj"	"BR15"	"Long"	5.8	5.8	0.105501560638909	0.0111305792972454	89.842583507534	-0.0112709123738153
"2014-2015-Kustia"	"Long-BR15"	"2014-2015"	2014	1983	"Kustia"	"BR15"	"Long"	6.69333333333333	6.69333333333333	0.339059620016796	0.114961425925934	8.6985699067813	0.0683740954944847
"2014-2015-Rajshahi"	"Long-BR15"	"2014-2015"	2014	1983	"Rajshahi"	"BR15"	"Long"	5.38	5.38	0.308255745993918	0.0950216049382666	10.5239224347945	0.00779150322092192
"2014-2015-Rangpur"	"Long-BR15"	"2014-2015"	2014	1983	"Rangpur"	"BR15"	"Long"	3.73333333333333	3.73333333333333	0.194373450613147	0.0377810383032614	26.468303808201	0.0554652638459916
"2014-2015-Satkhira"	"Long-BR15"	"2014-2015"	2014	1983	"Satkhira"	"BR15"	"Long"	6.66	6.66	0.0921998222203474	0.00850080721746367	117.6358873244	0.0146533382682108
"2014-2015-Sonagazi"	"Long-BR15"	"2014-2015"	2014	1983	"Sonagazi"	"BR15"	"Long"	4.70333333333333	4.70333333333333	0.0951401392186235	0.00905164609053906	110.477143051938	-0.00842182666470404
"2015-2016-Barisal"	"Long-BR15"	"2015-2016"	2015	1983	"Barisal"	"BR15"	"Long"	4.91666666666667	4.91666666666667	0.278782748369645	0.077719820788533	12.8667306467534	0.092980446783594
"2015-2016-Bhanga"	"Long-BR15"	"2015-2016"	2015	1983	"Bhanga"	"BR15"	"Long"	7.5	7.5	0.386547395397856	0.149418888888866	6.69259427262756	0.244088783140105
"2015-2016-Comilla"	"Long-BR15"	"2015-2016"	2015	1983	"Comilla"	"BR15"	"Long"	5.81666666666667	5.81666666666667	0.440329747732719	0.19389028673836	5.15755593960941	0.0732126970455962
"2015-2016-Gazipur"	"Long-BR15"	"2015-2016"	2015	1983	"Gazipur"	"BR15"	"Long"	5.63666666666667	5.63666666666667	0.372158369315858	0.138501851851839	7.2201200679233	-0.461374470477361
"2015-2016-Habiganj"	"Long-BR15"	"2015-2016"	2015	1983	"Habiganj"	"BR15"	"Long"	6.4	6.4	0.289156892504162	0.0836117084826633	11.9600474400944	-0.0426577129918275
"2015-2016-Kustia"	"Long-BR15"	"2015-2016"	2015	1983	"Kustia"	"BR15"	"Long"	7.06666666666667	7.06666666666667	0.277175655651862	0.0768263440860393	13.0163684332041	0.00709632718152342
"2015-2016-Rajshahi"	"Long-BR15"	"2015-2016"	2015	1983	"Rajshahi"	"BR15"	"Long"	5.16333333333333	5.16333333333333	0.442226027072499	0.195563859020327	5.11341924325629	-0.221350555714362
"2015-2016-Rangpur"	"Long-BR15"	"2015-2016"	2015	1983	"Rangpur"	"BR15"	"Long"	5.22666666666667	5.22666666666667	0.382015687718545	0.145935985663073	6.85231949787034	-0.103733306436683
"2015-2016-Satkhira"	"Long-BR15"	"2015-2016"	2015	1983	"Satkhira"	"BR15"	"Long"	5.51	5.51	0.302023818757355	0.0912183870967758	10.9627020585123	-0.0371072071042766
"2015-2016-Sonagazi"	"Long-BR15"	"2015-2016"	2015	1983	"Sonagazi"	"BR15"	"Long"	4.27666666666667	4.27666666666667	0.455542634662466	0.207519091995221	4.81883372939502	-0.0185648287084677
"2001-2002-Barisal"	"Long-BR16"	"2001-2002"	2001	1983	"Barisal"	"BR16"	"Long"	7.07333333333333	7.07333333333333	0.24716467715379	0.0610903776325371	16.3691900222826	-0.00225080435309
"2001-2002-Bhanga"	"Long-BR16"	"2001-2002"	2001	1983	"Bhanga"	"BR16"	"Long"	6.23333333333333	6.23333333333333	0.285697556310732	0.0816230936819241	12.2514346723598	-0.10091611200593
"2001-2002-Comilla"	"Long-BR16"	"2001-2002"	2001	1983	"Comilla"	"BR16"	"Long"	6.05333333333333	6.05333333333333	0.161967074843428	0.0262333333333367	38.1194409148617	0.0200056860572824
"2001-2002-Habiganj"	"Long-BR16"	"2001-2002"	2001	1983	"Habiganj"	"BR16"	"Long"	5.55	5.55	0.180123313687115	0.0324444081336268	30.8219523031939	-0.01229524366593
"2001-2002-Rajshahi"	"Long-BR16"	"2001-2002"	2001	1983	"Rajshahi"	"BR16"	"Long"	5.16666666666667	5.16666666666667	0.362854014149783	0.131663035584611	7.59514616657434	-0.14282638601528
"2001-2002-Rangpur"	"Long-BR16"	"2001-2002"	2001	1983	"Rangpur"	"BR16"	"Long"	7.38666666666667	7.38666666666667	0.303329921693115	0.0920090413943512	10.8684971046921	0.0943437580949418
"2001-2002-Satkhira"	"Long-BR16"	"2001-2002"	2001	1983	"Satkhira"	"BR16"	"Long"	4.46666666666667	4.46666666666667	0.0580189161050427	0.00336619462600399	297.071355374095	-0.0131296530908873
"2002-2003-Barisal"	"Long-BR16"	"2002-2003"	2002	1983	"Barisal"	"BR16"	"Long"	4.90666666666667	4.90666666666667	0.313910433640852	0.098539760348588	10.1481878630764	0.112922440200188
"2002-2003-Bhanga"	"Long-BR16"	"2002-2003"	2002	1983	"Bhanga"	"BR16"	"Long"	6.16333333333333	6.16333333333333	0.30608919532951	0.0936905954974667	10.6734298644418	-0.0954158581882565
"2002-2003-Comilla"	"Long-BR16"	"2002-2003"	2002	1983	"Comilla"	"BR16"	"Long"	5.83	5.83	0.215096624181339	0.0462665577342084	21.6138837417901	0.0651808276248991
"2002-2003-Gazipur"	"Long-BR16"	"2002-2003"	2002	1983	"Gazipur"	"BR16"	"Long"	5.91333333333333	5.91333333333333	0.322315233364283	0.103887109658672	9.6258333039158	0.321978854833138
"2002-2003-Habiganj"	"Long-BR16"	"2002-2003"	2002	1983	"Habiganj"	"BR16"	"Long"	5.47333333333333	5.47333333333333	0.258666557172678	0.0669083877995662	14.9458092309091	-0.107813616373938
"2002-2003-Rajshahi"	"Long-BR16"	"2002-2003"	2002	1983	"Rajshahi"	"BR16"	"Long"	3.65	3.65	0.460137052931002	0.211726107480027	4.72308309968024	-0.363232119474402
"2002-2003-Rangpur"	"Long-BR16"	"2002-2003"	2002	1983	"Rangpur"	"BR16"	"Long"	4.31666666666667	4.31666666666667	0.215484372722109	0.0464335148874406	21.5361684857176	0.0474933128004214
"2002-2003-Satkhira"	"Long-BR16"	"2002-2003"	2002	1983	"Satkhira"	"BR16"	"Long"	3.65	3.65	0.11216121424592	0.0125801379811192	79.4903840880635	-0.0423226340306182
"2003-2004-Barisal"	"Long-BR16"	"2003-2004"	2003	1983	"Barisal"	"BR16"	"Long"	2.09666666666667	2.09666666666666	0.432998446095344	0.187487654320983	5.33368452243783	-0.928565254345842
"2003-2004-Bhanga"	"Long-BR16"	"2003-2004"	2003	1983	"Bhanga"	"BR16"	"Long"	6.49	6.49	0.438643805153522	0.192408387799561	5.19727861886009	0.421093065868855
"2003-2004-Comilla"	"Long-BR16"	"2003-2004"	2003	1983	"Comilla"	"BR16"	"Long"	4.86	4.86	0.216915392680404	0.047052287581694	21.2529517988634	-0.00333944466119718
"2003-2004-Gazipur"	"Long-BR16"	"2003-2004"	2003	1983	"Gazipur"	"BR16"	"Long"	1.93	1.93	0.270899547796538	0.0733865649963686	13.626472366563	-0.232381159389053
"2003-2004-Habiganj"	"Long-BR16"	"2003-2004"	2003	1983	"Habiganj"	"BR16"	"Long"	6.35666666666667	6.35666666666667	0.258788375674349	0.0669714233841678	14.93174177087	0.115590493108322
"2003-2004-Rajshahi"	"Long-BR16"	"2003-2004"	2003	1983	"Rajshahi"	"BR16"	"Long"	1.74666666666667	1.74666666666667	0.371865061305709	0.138283623819899	7.2315142775142	-0.271608271254528
"2003-2004-Rangpur"	"Long-BR16"	"2003-2004"	2003	1983	"Rangpur"	"BR16"	"Long"	4.99333333333333	4.99333333333333	0.233734404759005	0.0546317719680465	18.3043669274518	-0.017750473875533
"2003-2004-Satkhira"	"Long-BR16"	"2003-2004"	2003	1983	"Satkhira"	"BR16"	"Long"	4.87	4.87	0.116453431025753	0.0135614015976699	73.7386908571322	-0.0436213168906407
"2004-2005-Barisal"	"Long-BR16"	"2004-2005"	2004	1983	"Barisal"	"BR16"	"Long"	6.57333333333333	6.57333333333333	0.283980613962915	0.080644989106754	12.400026475002	0.176529392716088
"2004-2005-Bhanga"	"Long-BR16"	"2004-2005"	2004	1983	"Bhanga"	"BR16"	"Long"	7.29333333333333	7.29333333333333	0.161453658833138	0.0260672839506074	38.3622628999174	0.00841007777952107
"2004-2005-Comilla"	"Long-BR16"	"2004-2005"	2004	1983	"Comilla"	"BR16"	"Long"	6.51666666666667	6.51666666666667	0.248496495652324	0.0617505083514855	16.1941986664786	0.00891400545096754
"2004-2005-Gazipur"	"Long-BR16"	"2004-2005"	2004	1983	"Gazipur"	"BR16"	"Long"	4.90666666666667	4.90666666666667	0.227098540895112	0.0515737472766889	19.3897099358533	0.0837585953082414
"2004-2005-Habiganj"	"Long-BR16"	"2004-2005"	2004	1983	"Habiganj"	"BR16"	"Long"	6.29333333333333	6.29333333333333	0.20023669726353	0.0400947349310067	24.9409305665883	0.0688793312692546
"2004-2005-Kustia"	"Long-BR16"	"2004-2005"	2004	1983	"Kustia"	"BR16"	"Long"	5.57	5.57	0.0878815470024954	0.00772316630355181	129.480573212584	0.00916808293995253
"2004-2005-Rajshahi"	"Long-BR16"	"2004-2005"	2004	1983	"Rajshahi"	"BR16"	"Long"	5.8	5.8	0.271056929655026	0.0734718591140098	13.6106532767635	0.115274001203715
"2004-2005-Rangpur"	"Long-BR16"	"2004-2005"	2004	1983	"Rangpur"	"BR16"	"Long"	4.86333333333333	4.86333333333333	0.183542859077602	0.0336879811183805	29.6841771694769	-0.0651005310243669
"2004-2005-Satkhira"	"Long-BR16"	"2004-2005"	2004	1983	"Satkhira"	"BR16"	"Long"	4.37666666666667	4.37666666666667	0.0492134945565758	0.00242196804647011	412.88736300937	-0.011366976767893
"2005-2006-Barisal"	"Long-BR16"	"2005-2006"	2005	1983	"Barisal"	"BR16"	"Long"	4.89666666666667	4.89666666666667	0.302191463255966	0.0913196804647816	10.9505420399019	-0.350943855154912
"2005-2006-Bhanga"	"Long-BR16"	"2005-2006"	2005	1983	"Bhanga"	"BR16"	"Long"	6.74333333333333	6.74333333333333	0.327794671105593	0.107449346405224	9.30671086847468	0.101656542037128
"2005-2006-Comilla"	"Long-BR16"	"2005-2006"	2005	1983	"Comilla"	"BR16"	"Long"	5.84	5.84	0.122112398668185	0.0149114379084978	67.0626136886583	-0.00980006345956852
"2005-2006-Gazipur"	"Long-BR16"	"2005-2006"	2005	1983	"Gazipur"	"BR16"	"Long"	6.67666666666667	6.67666666666667	0.219142631865539	0.0480234931009552	20.8231416631397	0.0935427136895113
"2005-2006-Habiganj"	"Long-BR16"	"2005-2006"	2005	1983	"Habiganj"	"BR16"	"Long"	7.56666666666667	7.56666666666667	0.318481498330009	0.101430464778527	9.85897089383837	0.0344140829538899
"2005-2006-Kustia"	"Long-BR16"	"2005-2006"	2005	1983	"Kustia"	"BR16"	"Long"	5.87666666666667	5.87666666666667	0.151309342296115	0.0228945170660828	43.678580208248	-0.0313297267506734
"2005-2006-Rajshahi"	"Long-BR16"	"2005-2006"	2005	1983	"Rajshahi"	"BR16"	"Long"	6.87	6.87	0.242186766608177	0.0586544299201236	17.0490106435578	0.145300983395438
"2005-2006-Rangpur"	"Long-BR16"	"2005-2006"	2005	1983	"Rangpur"	"BR16"	"Long"	5.29	5.29	0.327893798011106	0.107514342774148	9.30108461994386	0.194129346298973
"2005-2006-Satkhira"	"Long-BR16"	"2005-2006"	2005	1983	"Satkhira"	"BR16"	"Long"	6.27666666666667	6.27666666666667	0.159965160513332	0.0255888525780561	39.079517026002	0.0431708322825282
"2006-2007-Barisal"	"Long-BR16"	"2006-2007"	2006	1983	"Barisal"	"BR16"	"Long"	4.77333333333333	4.77333333333333	0.0714861273728107	0.00511026640676172	195.68451434877	-0.0101514061906309
"2006-2007-Bhanga"	"Long-BR16"	"2006-2007"	2006	1983	"Bhanga"	"BR16"	"Long"	7.10666666666667	7.10666666666667	0.114336376615391	0.0130728070175365	76.494665503633	-0.00126725991670718
"2006-2007-Comilla"	"Long-BR16"	"2006-2007"	2006	1983	"Comilla"	"BR16"	"Long"	6.22333333333333	6.22333333333333	0.1100686477271	0.0121151072124723	82.541572473293	0.00871749253699949
"2006-2007-Gazipur"	"Long-BR16"	"2006-2007"	2006	1983	"Gazipur"	"BR16"	"Long"	5.19666666666667	5.19666666666667	0.208307754421024	0.0433921205519298	23.0456586882691	0.0181144356093101
"2006-2007-Habiganj"	"Long-BR16"	"2006-2007"	2006	1983	"Habiganj"	"BR16"	"Long"	7.31333333333333	7.31333333333333	0.213833326116459	0.045724691358028	21.8700218700203	0.126075939543559
"2006-2007-Kustia"	"Long-BR16"	"2006-2007"	2006	1983	"Kustia"	"BR16"	"Long"	6.51666666666667	6.51666666666666	0.272038725600079	0.0740050682261153	13.5125880425459	-0.146498473050598
"2006-2007-Rajshahi"	"Long-BR16"	"2006-2007"	2006	1983	"Rajshahi"	"BR16"	"Long"	5.7	5.7	0.358730343557967	0.128687459389217	7.77076495834367	0.275832822585468
"2006-2007-Rangpur"	"Long-BR16"	"2006-2007"	2006	1983	"Rangpur"	"BR16"	"Long"	5.92	5.92	0.101531322687506	0.0103086094866744	97.0062937482172	0.0107614693940361
"2006-2007-Satkhira"	"Long-BR16"	"2006-2007"	2006	1983	"Satkhira"	"BR16"	"Long"	6.15	6.15	0.0978925097737054	0.00958294346979501	104.352071276634	0.00350667591331266
"2007-2008-Barisal"	"Long-BR16"	"2007-2008"	2007	1983	"Barisal"	"BR16"	"Long"	5.88666666666667	5.88666666666667	0.225628355145955	0.0509081546458691	19.6432183990221	0.040377412683025
"2007-2008-Bhanga"	"Long-BR16"	"2007-2008"	2007	1983	"Bhanga"	"BR16"	"Long"	6.10333333333333	6.10333333333334	0.113287027577184	0.0128339506172736	77.9183300467174	-0.00486306779272372
"2007-2008-Comilla"	"Long-BR16"	"2007-2008"	2007	1983	"Comilla"	"BR16"	"Long"	7.19666666666667	7.19666666666667	0.125518159312143	0.0157548083171084	63.4726859173579	-0.0302279506732193
"2007-2008-Gazipur"	"Long-BR16"	"2007-2008"	2007	1983	"Gazipur"	"BR16"	"Long"	4.76666666666667	4.76666666666667	0.229593398543994	0.0527131286549811	18.9706060997673	-0.0708924750201145
"2007-2008-Habiganj"	"Long-BR16"	"2007-2008"	2007	1983	"Habiganj"	"BR16"	"Long"	7.31333333333333	7.31333333333333	0.213833326116459	0.045724691358028	21.8700218700203	0.122685929764697
"2007-2008-Kustia"	"Long-BR16"	"2007-2008"	2007	1983	"Kustia"	"BR16"	"Long"	5.30333333333333	5.30333333333333	0.0714488507367364	0.00510493827160043	195.888754534635	-0.0090231892553021
"2007-2008-Rajshahi"	"Long-BR16"	"2007-2008"	2007	1983	"Rajshahi"	"BR16"	"Long"	4.65666666666667	4.65666666666667	0.195046519833815	0.0380431448992826	26.2859446201793	0.0149504388941146
"2007-2008-Rangpur"	"Long-BR16"	"2007-2008"	2007	1983	"Rangpur"	"BR16"	"Long"	2.5	2.5	0.155756125915591	0.0242599707602334	41.2201650976095	-0.000964134192249055
"2007-2008-Satkhira"	"Long-BR16"	"2007-2008"	2007	1983	"Satkhira"	"BR16"	"Long"	7.00666666666667	7.00666666666667	0.513208637800389	0.263383105912931	3.79675073134942	0.184980550370006
"2008-2009-Barisal"	"Long-BR16"	"2008-2009"	2008	1983	"Barisal"	"BR16"	"Long"	5.32666666666667	5.32666666666667	0.167202355486745	0.0279566276803159	35.7696933777207	-0.00379641099151939
"2008-2009-Bhanga"	"Long-BR16"	"2008-2009"	2008	1983	"Bhanga"	"BR16"	"Long"	6.60666666666667	6.60666666666667	0.0835097547733508	0.00697387914230519	143.392218246767	-0.00178720468812532
"2008-2009-Comilla"	"Long-BR16"	"2008-2009"	2008	1983	"Comilla"	"BR16"	"Long"	5.58666666666667	5.58666666666667	0.196294622818295	0.0385315789473767	25.9527386968938	-0.0407689788668915
"2008-2009-Gazipur"	"Long-BR16"	"2008-2009"	2008	1983	"Gazipur"	"BR16"	"Long"	5.41666666666667	5.41666666666667	0.239313589568272	0.0572709941520513	17.4608458401308	0.0465362173289634
"2008-2009-Habiganj"	"Long-BR16"	"2008-2009"	2008	1983	"Habiganj"	"BR16"	"Long"	7.66666666666667	7.66666666666667	0.0984083864633341	0.00968421052631692	103.260869565205	-0.00591283186402869
"2008-2009-Kustia"	"Long-BR16"	"2008-2009"	2008	1983	"Kustia"	"BR16"	"Long"	6.88333333333333	6.88333333333333	0.235293955753304	0.0553632456140376	18.0625248557763	-0.0529567017163997
"2008-2009-Rajshahi"	"Long-BR16"	"2008-2009"	2008	1983	"Rajshahi"	"BR16"	"Long"	3.61	3.61	0.334375082663821	0.111806695906437	8.94400815526137	-0.159412373810431
"2008-2009-Rangpur"	"Long-BR16"	"2008-2009"	2008	1983	"Rangpur"	"BR16"	"Long"	3.2	3.2	0.126417884341895	0.0159814814814809	62.5724217844752	0.035959119202825
"2008-2009-Satkhira"	"Long-BR16"	"2008-2009"	2008	1983	"Satkhira"	"BR16"	"Long"	6.66333333333333	6.66333333333333	0.310528223802259	0.0964277777777858	10.3704557239146	0.0967768857921634
"2009-2010-Barisal"	"Long-BR16"	"2009-2010"	2009	1983	"Barisal"	"BR16"	"Long"	4.76666666666667	4.76666666666667	0.263906348628747	0.069646560846558	14.3582107694184	-0.0668718677039104
"2009-2010-Bhanga"	"Long-BR16"	"2009-2010"	2009	1983	"Bhanga"	"BR16"	"Long"	6.76	6.76	0.212419154823519	0.045121897335938	22.1621886277272	0.0200242676999203
"2009-2010-Comilla"	"Long-BR16"	"2009-2010"	2009	1983	"Comilla"	"BR16"	"Long"	6.51333333333333	6.51333333333333	0.0904396883672715	0.00817933723196919	122.259294566248	0.00229346370643313
"2009-2010-Gazipur"	"Long-BR16"	"2009-2010"	2009	1983	"Gazipur"	"BR16"	"Long"	3.73333333333333	3.73333333333333	0.27883426075994	0.0777485449735424	12.8619770355869	-0.0827112124607305
"2009-2010-Habiganj"	"Long-BR16"	"2009-2010"	2009	1983	"Habiganj"	"BR16"	"Long"	6.75	6.75	0.0700528900717596	0.00490740740740604	203.773584905717	-0.00269268251016985
"2009-2010-Kustia"	"Long-BR16"	"2009-2010"	2009	1983	"Kustia"	"BR16"	"Long"	5.05666666666667	5.05666666666667	0.127815999877006	0.0163369298245589	61.211011538822	-0.0319058135580974
"2009-2010-Rajshahi"	"Long-BR16"	"2009-2010"	2009	1983	"Rajshahi"	"BR16"	"Long"	4.13333333333333	4.13333333333333	0.229875238077585	0.0528426250812262	18.9241166286282	-0.0395316269980173
"2009-2010-Rangpur"	"Long-BR16"	"2009-2010"	2009	1983	"Rangpur"	"BR16"	"Long"	5.4	5.4	0.255884036648714	0.0654766402116403	15.2726223698665	0.21677024349002
"2009-2010-Satkhira"	"Long-BR16"	"2009-2010"	2009	1983	"Satkhira"	"BR16"	"Long"	5.99333333333333	5.99333333333333	0.265448423421699	0.0704628654970654	14.1918724557355	0.0132461299884072
"2010-2011-Barisal"	"Long-BR16"	"2010-2011"	2010	1983	"Barisal"	"BR16"	"Long"	4.96333333333333	4.96333333333333	0.277057622031829	0.0767609259259316	13.0274614061446	0.0636388496495668
"2010-2011-Bhanga"	"Long-BR16"	"2010-2011"	2010	1983	"Bhanga"	"BR16"	"Long"	6.91	6.91	0.403600233087322	0.16289314814814	6.13899363704707	0.135591442449316
"2010-2011-Comilla"	"Long-BR16"	"2010-2011"	2010	1983	"Comilla"	"BR16"	"Long"	5.81333333333333	5.81333333333333	0.0749648947823642	0.00561973544973094	177.944319433734	-0.00513582283868086
"2010-2011-Gazipur"	"Long-BR16"	"2010-2011"	2010	1983	"Gazipur"	"BR16"	"Long"	2.4	2.4	0.452831801237101	0.205056640211638	4.87670137854549	-0.133877436492482
"2010-2011-Habiganj"	"Long-BR16"	"2010-2011"	2010	1983	"Habiganj"	"BR16"	"Long"	5.83333333333333	5.83333333333333	0.116416966344714	0.0135529100529063	73.7848916650602	-0.00397832797873932
"2010-2011-Kustia"	"Long-BR16"	"2010-2011"	2010	1983	"Kustia"	"BR16"	"Long"	3.22666666666667	3.22666666666667	0.0652940033870905	0.00426330687831339	234.55970413174	-0.0128684608868861
"2010-2011-Rajshahi"	"Long-BR16"	"2010-2011"	2010	1983	"Rajshahi"	"BR16"	"Long"	5.7	5.7	0.218481379207548	0.0477341130604323	20.9493784609338	0.015580879471381
"2010-2011-Rangpur"	"Long-BR16"	"2010-2011"	2010	1983	"Rangpur"	"BR16"	"Long"	2.8	2.8	0.119805287355388	0.014353306878307	69.6703560007736	0.0188919070488218
"2010-2011-Satkhira"	"Long-BR16"	"2010-2011"	2010	1983	"Satkhira"	"BR16"	"Long"	5.33333333333333	5.33333333333333	0.351209926822144	0.123348412698416	8.10711689047008	-0.101596619490454
"2010-2011-Sonagazi"	"Long-BR16"	"2010-2011"	2010	1983	"Sonagazi"	"BR16"	"Long"	5.8	5.8	0.191871870827438	0.036814814814821	27.1629778671986	-0.0344700815155852
"2011-2012-Barisal"	"Long-BR16"	"2011-2012"	2011	1983	"Barisal"	"BR16"	"Long"	4.96333333333333	4.96333333333333	0.277057622031829	0.0767609259259316	13.0274614061446	0.0649954550060539
